,Country,Cause of Death,Date
696,Costa Rica,Maritime Accident,06/26/2004
697,Costa Rica,Other Accident,07/04/2004
698,Costa Rica,Drowning,07/12/2004
699,Costa Rica,Homicide,08/04/2004
700,Costa Rica,Veh.Accident,08/14/2004
701,Costa Rica,Drowning,08/25/2004
702,Costa Rica,Homicide,09/15/2004
703,Costa Rica,Other Accident,10/18/2004
704,Costa Rica,Other Accident,10/30/2004
705,Costa Rica,Drowning,11/07/2004
706,Costa Rica,Drug-Related,11/10/2004
707,Costa Rica,Drowning,11/19/2004
708,Costa Rica,Drowning,11/21/2004
709,Costa Rica,Other Accident,11/21/2004
710,Costa Rica,Air Accident,12/11/2004
711,Costa Rica,Veh.Accident,12/26/2004
712,Costa Rica,Veh.Accident,12/28/2004
713,Costa Rica,Drowning,01/02/2005
714,Costa Rica,Drug-Related,01/05/2005
715,Costa Rica,Drowning,01/14/2005
716,Costa Rica,Drowning,01/16/2005
717,Costa Rica,Drowning,02/03/2005
718,Costa Rica,Homicide,02/07/2005
719,Costa Rica,Other Accident,02/11/2005
720,Costa Rica,Drowning,02/26/2005
721,Costa Rica,Drug-Related,03/09/2005
722,Costa Rica,Homicide,03/09/2005
723,Costa Rica,Homicide,03/10/2005
724,Costa Rica,Veh.Accident,03/22/2005
725,Costa Rica,Homicide,04/01/2005
726,Costa Rica,Homicide,04/15/2005
727,Costa Rica,Maritime Accident,05/01/2005
728,Costa Rica,Maritime Accident,05/04/2005
729,Costa Rica,Suicide,05/04/2005
730,Costa Rica,Air Accident,05/18/2005
731,Costa Rica,Air Accident,05/31/2005
732,Costa Rica,Air Accident,05/31/2005
733,Costa Rica,Drowning,05/31/2005
734,Costa Rica,Suicide,06/03/2005
735,Costa Rica,Homicide,06/22/2005
736,Costa Rica,Air Accident,06/23/2005
737,Costa Rica,Air Accident,07/16/2005
738,Costa Rica,Maritime Accident,07/16/2005
739,Costa Rica,Maritime Accident,07/30/2005
740,Costa Rica,Veh.Accident,07/30/2005
741,Costa Rica,Drowning,08/06/2005
742,Costa Rica,Drug-Related,09/11/2005
743,Costa Rica,Homicide,11/17/2005
744,Costa Rica,Air Accident,01/14/2006
745,Costa Rica,Air Accident,01/15/2006
746,Costa Rica,Veh.Accident,01/15/2006
747,Costa Rica,Drowning,01/21/2006
748,Costa Rica,Homicide,01/29/2006
749,Costa Rica,Drowning,02/22/2006
750,Costa Rica,Drug-Related,03/08/2006
751,Costa Rica,Suicide,04/07/2006
752,Costa Rica,Other Accident,04/12/2006
753,Costa Rica,Suicide,04/27/2006
754,Costa Rica,Homicide,04/30/2006
755,Costa Rica,Veh.Accident,05/14/2006
756,Costa Rica,Drowning,05/22/2006
757,Costa Rica,Drowning,06/11/2006
758,Costa Rica,Suicide,06/11/2006
759,Costa Rica,Drowning,07/14/2006
760,Costa Rica,Other Accident,07/15/2006
761,Costa Rica,Veh.Accident,07/21/2006
762,Costa Rica,Veh.Accident,09/10/2006
763,Costa Rica,Homicide,09/10/2006
764,Costa Rica,Suicide,09/21/2006
765,Costa Rica,Other Accident,11/03/2006
766,Costa Rica,Drowning,01/09/2007
767,Costa Rica,Drowning,01/12/2007
768,Costa Rica,Drowning,01/12/2007
769,Costa Rica,Veh.Accident,01/14/2007
770,Costa Rica,Drowning,01/28/2007
771,Costa Rica,Veh.Accident,02/07/2007
772,Costa Rica,Other Accident,02/27/2007
773,Costa Rica,Homicide,02/27/2007
774,Costa Rica,Drowning,03/15/2007
775,Costa Rica,Drowning,03/15/2007
776,Costa Rica,Suicide,03/15/2007
777,Costa Rica,Suicide,03/23/2007
778,Costa Rica,Veh.Accident,03/24/2007
779,Costa Rica,Drowning,05/26/2007
780,Costa Rica,Other Accident,06/07/2007
781,Costa Rica,Veh.Accident,07/06/2007
782,Costa Rica,Veh.Accident,08/02/2007
783,Costa Rica,Drowning,08/03/2007
784,Costa Rica,Homicide,10/24/2007
785,Costa Rica,Other Accident,10/28/2007
786,Costa Rica,Veh.Accident,01/05/2008
787,Costa Rica,Drowning,01/10/2008
788,Costa Rica,Suicide,01/11/2008
789,Costa Rica,Drowning,01/12/2008
790,Costa Rica,Veh.Accident,02/02/2008
791,Costa Rica,Drowning,02/05/2008
792,Costa Rica,Drug-Related,02/07/2008
793,Costa Rica,Drowning,02/11/2008
794,Costa Rica,Suicide,02/13/2008
795,Costa Rica,Drowning,02/29/2008
796,Costa Rica,Drowning,03/01/2008
797,Costa Rica,Suicide,05/04/2008
798,Costa Rica,Drowning,05/31/2008
799,Costa Rica,Suicide,06/12/2008
800,Costa Rica,Drowning,06/20/2008
801,Costa Rica,Drowning,07/04/2008
802,Costa Rica,Drowning,07/21/2008
803,Costa Rica,Veh.Accident,07/31/2008
804,Costa Rica,Suicide,08/07/2008
805,Costa Rica,Drowning,08/14/2008
806,Costa Rica,Homicide,08/27/2008
807,Costa Rica,Homicide,09/01/2008
808,Costa Rica,Veh.Accident,09/06/2008
809,Costa Rica,Homicide,09/17/2008
810,Costa Rica,Drowning,09/24/2008
811,Costa Rica,Other Accident,12/24/2008
812,Costa Rica,Suicide,01/05/2009
813,Costa Rica,Veh.Accident,01/31/2009
814,Costa Rica,Homicide,02/10/2009
815,Costa Rica,Veh.Accident,02/17/2009
816,Costa Rica,Drowning,02/26/2009
817,Costa Rica,Veh.Accident,03/09/2009
818,Costa Rica,Veh.Accident,03/20/2009
819,Costa Rica,Other Accident,03/24/2009
820,Costa Rica,Suicide,04/16/2009
821,Costa Rica,Other Accident,05/02/2009
822,Costa Rica,Drowning,05/04/2009
823,Costa Rica,Drowning,05/07/2009
824,Costa Rica,Drowning,05/10/2009
825,Costa Rica,Veh.Accident,05/16/2009
826,Costa Rica,Veh.Accident,05/25/2009
827,Costa Rica,Drowning,05/27/2009
828,Costa Rica,Veh.Accident,07/05/2009
829,Costa Rica,Veh.Accident,07/13/2009
830,Costa Rica,Drowning,08/03/2009
831,Costa Rica,Suicide,08/07/2009
832,Costa Rica,Veh.Accident,08/13/2009
833,Costa Rica,Suicide,08/25/2009
834,Costa Rica,Drug-Related,08/26/2009
835,Costa Rica,Veh.Accident,09/06/2009
836,Costa Rica,Other Accident,09/20/2009
837,Costa Rica,Drowning,09/23/2009
838,Costa Rica,Drowning,10/04/2009
839,Costa Rica,Drowning,10/04/2009
840,Costa Rica,Homicide,10/15/2009
841,Costa Rica,Homicide,10/21/2009
842,Costa Rica,Drowning,10/21/2009
843,Costa Rica,Drowning,11/12/2009
844,Costa Rica,Veh.Accident,12/02/2009
845,Costa Rica,Homicide,12/26/2009
846,Costa Rica,Suicide,01/01/2010
847,Costa Rica,Drug-Related,01/05/2010
848,Costa Rica,Suicide,01/11/2010
849,Costa Rica,Homicide,01/12/2010
850,Costa Rica,Veh.Accident,02/16/2010
851,Costa Rica,Suicide,02/18/2010
852,Costa Rica,Suicide,02/25/2010
853,Costa Rica,Drug-Related,03/05/2010
854,Costa Rica,Veh.Accident,03/10/2010
855,Costa Rica,Other Accident,03/12/2010
856,Costa Rica,Drowning,03/13/2010
857,Costa Rica,Drowning,03/24/2010
858,Costa Rica,Drug-Related,04/06/2010
859,Costa Rica,Veh.Accident,05/09/2010
860,Costa Rica,Suicide,05/13/2010
861,Costa Rica,Suicide,05/26/2010
862,Costa Rica,Veh.Accident,07/10/2010
863,Costa Rica,Drug-Related,08/06/2010
864,Costa Rica,Suicide,08/14/2010
865,Costa Rica,Drowning,08/31/2010
866,Costa Rica,Homicide,09/01/2010
867,Costa Rica,Veh.Accident,09/09/2010
868,Costa Rica,Drug-Related,09/12/2010
869,Costa Rica,Homicide,09/15/2010
870,Costa Rica,Homicide,09/23/2010
871,Costa Rica,Other Accident,09/23/2010
872,Costa Rica,Suicide,09/24/2010
873,Costa Rica,Drug-Related,10/21/2010
874,Costa Rica,Drowning,10/21/2010
875,Costa Rica,Veh.Accident,12/05/2010
876,Costa Rica,Veh.Accident,12/11/2010
877,Costa Rica,Drowning,12/14/2010
878,Costa Rica,Drug-Related,01/04/2011
879,Costa Rica,Suicide,02/27/2011
880,Costa Rica,Suicide,03/27/2011
881,Costa Rica,Drug-Related,04/11/2011
882,Costa Rica,Homicide,04/19/2011
883,Costa Rica,Drowning,05/01/2011
884,Costa Rica,Drowning,05/04/2011
885,Costa Rica,Drowning,05/04/2011
886,Costa Rica,Homicide,05/04/2011
887,Costa Rica,Suicide,05/14/2011
888,Costa Rica,Suicide,05/18/2011
889,Costa Rica,Homicide,05/21/2011
890,Costa Rica,Drowning,06/02/2011
891,Costa Rica,Drowning,06/17/2011
892,Costa Rica,Other Accident,07/05/2011
893,Costa Rica,Veh.Accident,07/14/2011
894,Costa Rica,Drug-Related,07/15/2011
895,Costa Rica,Homicide,07/16/2011
896,Costa Rica,Homicide,07/19/2011
897,Costa Rica,Drug-Related,07/19/2011
898,Costa Rica,Other Accident,08/07/2011
899,Costa Rica,Drowning,08/15/2011
900,Costa Rica,Drowning,09/19/2011
901,Costa Rica,Homicide,10/28/2011
902,Costa Rica,Suicide,11/03/2011
903,Costa Rica,Drowning,12/11/2011
904,Costa Rica,Drug-Related,12/25/2011
905,Costa Rica,Veh.Accident,01/02/2012
906,Costa Rica,Veh.Accident,01/27/2012
907,Costa Rica,Suicide,02/16/2012
908,Costa Rica,Homicide,03/23/2012
909,Costa Rica,Suicide,03/30/2012
910,Costa Rica,Suicide,04/20/2012
911,Costa Rica,Drowning,04/20/2012
912,Costa Rica,Veh.Accident,04/29/2012
913,Costa Rica,Veh.Accident,05/17/2012
914,Costa Rica,Veh.Accident,06/02/2012
915,Costa Rica,Drowning,07/02/2012
916,Costa Rica,Suicide,07/25/2012
917,Costa Rica,Homicide,07/30/2012
918,Costa Rica,Veh.Accident,08/11/2012
919,Costa Rica,Other Accident,10/18/2012
920,Costa Rica,Other Accident,11/22/2012
921,Costa Rica,Homicide,12/07/2012
922,Costa Rica,Drowning,12/15/2012
923,Costa Rica,Veh.Accident,12/17/2012
924,Costa Rica,Suicide,12/20/2012
925,Costa Rica,Drowning,12/22/2012
926,Costa Rica,Drug-Related,01/04/2013
927,Costa Rica,Drowning,01/05/2013
928,Costa Rica,Drowning,01/15/2013
929,Costa Rica,Veh.Accident,02/07/2013
930,Costa Rica,Drowning,02/22/2013
931,Costa Rica,Other Accident,02/28/2013
932,Costa Rica,Other Accident,03/20/2013
933,Costa Rica,Other Accident,04/05/2013
934,Costa Rica,Homicide,04/10/2013
935,Costa Rica,Drowning,04/15/2013
936,Costa Rica,Homicide,04/25/2013
937,Costa Rica,Drowning,05/07/2013
938,Costa Rica,Drowning,07/10/2013
939,Costa Rica,Drowning,07/10/2013
940,Costa Rica,Drowning,07/31/2013
941,Costa Rica,Drowning,08/03/2013
942,Costa Rica,Other Accident,08/04/2013
943,Costa Rica,Drowning,08/04/2013
944,Costa Rica,Suicide,08/07/2013
945,Costa Rica,Other Accident,10/02/2013
946,Costa Rica,Suicide,10/18/2013
947,Costa Rica,Veh.Accident,11/15/2013
948,Costa Rica,Homicide,11/29/2013
949,Costa Rica,Veh.Accident,12/22/2013
950,Dominican Republic,Other Accident,01/17/2018
951,Dominican Republic,Air Accident,10/29/2002
952,Dominican Republic,Homicide,11/04/2002
953,Dominican Republic,Veh.Accident,11/24/2002
954,Dominican Republic,Veh.Accident,12/11/2002
955,Dominican Republic,Veh.Accident,12/22/2002
956,Dominican Republic,Natural Disaster,12/22/2002
957,Dominican Republic,Drowning,12/24/2002
958,Dominican Republic,Drowning,12/30/2002
959,Dominican Republic,Suicide,01/14/2003
960,Dominican Republic,Homicide,02/09/2003
961,Dominican Republic,Homicide,02/18/2003
962,Dominican Republic,Drowning,02/23/2003
963,Dominican Republic,Veh.Accident,03/16/2003
964,Dominican Republic,Veh.Accident,03/29/2003
965,Dominican Republic,Other Accident,03/29/2003
966,Dominican Republic,Drowning,04/27/2003
967,Dominican Republic,Homicide,05/11/2003
968,Dominican Republic,Other Accident,05/19/2003
969,Dominican Republic,Homicide,05/25/2003
970,Dominican Republic,Homicide,06/09/2003
971,Dominican Republic,Homicide,06/20/2003
972,Dominican Republic,Other Accident,07/13/2003
973,Dominican Republic,Homicide,07/14/2003
974,Dominican Republic,Drowning,09/26/2003
975,Dominican Republic,Homicide,10/04/2003
976,Dominican Republic,Homicide,10/27/2003
977,Dominican Republic,Homicide,10/30/2003
978,Dominican Republic,Homicide,12/11/2003
979,Dominican Republic,Veh.Accident,12/12/2003
980,Dominican Republic,Veh.Accident,12/26/2003
981,Dominican Republic,Homicide,01/06/2004
982,Dominican Republic,Homicide,01/08/2004
983,Dominican Republic,Homicide,01/23/2004
984,Dominican Republic,Veh.Accident,01/30/2004
985,Dominican Republic,Veh.Accident,02/09/2004
986,Dominican Republic,Veh.Accident,03/07/2004
987,Dominican Republic,Homicide,03/29/2004
988,Dominican Republic,Veh.Accident,03/29/2004
989,Dominican Republic,Homicide,04/15/2004
990,Dominican Republic,Veh.Accident,04/22/2004
991,Dominican Republic,Veh.Accident,04/24/2004
992,Dominican Republic,Homicide,05/04/2004
993,Dominican Republic,Veh.Accident,05/30/2004
994,Dominican Republic,Homicide,06/05/2004
995,Dominican Republic,Homicide,06/13/2004
996,Dominican Republic,Homicide,06/17/2004
997,Dominican Republic,Homicide,06/22/2004
998,Dominican Republic,Other Accident,07/04/2004
999,Dominican Republic,Veh.Accident,07/10/2004
1000,Dominican Republic,Veh.Accident,07/12/2004
1001,Dominican Republic,Veh.Accident,07/13/2004
1002,Dominican Republic,Other Accident,07/29/2004
1003,Dominican Republic,Veh.Accident,08/09/2004
1004,Dominican Republic,Veh.Accident,08/29/2004
1005,Dominican Republic,Veh.Accident,08/29/2004
1006,Dominican Republic,Homicide,08/29/2004
1007,Dominican Republic,Veh.Accident,09/15/2004
1008,Dominican Republic,Homicide,10/09/2004
1009,Dominican Republic,Homicide,11/01/2004
1010,Dominican Republic,Veh.Accident,12/07/2004
1011,Dominican Republic,Veh.Accident,12/25/2004
1012,Dominican Republic,Homicide,01/01/2005
1013,Dominican Republic,Homicide,01/21/2005
1014,Dominican Republic,Drowning,01/26/2005
1015,Dominican Republic,Homicide,02/02/2005
1016,Dominican Republic,Suicide,03/01/2005
1017,Dominican Republic,Homicide,03/03/2005
1018,Dominican Republic,Homicide,03/04/2005
1019,Dominican Republic,Other Accident,03/04/2005
1020,Dominican Republic,Other Accident,03/07/2005
1021,Dominican Republic,Veh.Accident,03/07/2005
1022,Dominican Republic,Homicide,05/08/2005
1023,Dominican Republic,Suicide,05/12/2005
1024,Dominican Republic,Homicide,05/12/2005
1025,Dominican Republic,Veh.Accident,06/07/2005
1026,Dominican Republic,Veh.Accident,06/09/2005
1027,Dominican Republic,Veh.Accident,06/12/2005
1028,Dominican Republic,Veh.Accident,06/19/2005
1029,Dominican Republic,Veh.Accident,06/26/2005
1030,Dominican Republic,Homicide,06/28/2005
1031,Dominican Republic,Other Accident,07/30/2005
1032,Dominican Republic,Homicide,08/14/2005
1033,Dominican Republic,Drowning,08/21/2005
1034,Dominican Republic,Other Accident,09/24/2005
1035,Dominican Republic,Homicide,09/24/2005
1036,Dominican Republic,Suicide,05/27/2006
1037,Dominican Republic,Air Accident,06/10/2006
1038,Dominican Republic,Homicide,10/11/2006
1039,Dominican Republic,Other Accident,10/13/2006
1040,Dominican Republic,Homicide,01/04/2007
1041,Dominican Republic,Veh.Accident,02/08/2007
1042,Dominican Republic,Veh.Accident,04/14/2007
1043,Dominican Republic,Veh.Accident,04/14/2007
1044,Dominican Republic,Drowning,04/14/2007
1045,Dominican Republic,Veh.Accident,06/07/2007
1046,Dominican Republic,Drowning,06/24/2007
1047,Dominican Republic,Veh.Accident,07/07/2007
1048,Dominican Republic,Veh.Accident,09/05/2007
1049,Dominican Republic,Veh.Accident,10/19/2007
1050,Dominican Republic,Homicide,10/20/2007
1051,Dominican Republic,Drowning,11/28/2007
1052,Dominican Republic,Other Accident,12/28/2007
1053,Dominican Republic,Veh.Accident,01/01/2008
1054,Dominican Republic,Veh.Accident,01/14/2008
1055,Dominican Republic,Veh.Accident,01/26/2008
1056,Dominican Republic,Other Accident,02/01/2008
1057,Dominican Republic,Homicide,02/28/2008
1058,Dominican Republic,Drowning,03/05/2008
1059,Dominican Republic,Suicide,03/19/2008
1060,Dominican Republic,Maritime Accident,04/15/2008
1061,Dominican Republic,Veh.Accident,07/18/2008
1062,Dominican Republic,Homicide,07/27/2008
1063,Dominican Republic,Homicide,08/13/2008
1064,Dominican Republic,Veh.Accident,08/15/2008
1065,Dominican Republic,Homicide,09/20/2008
1066,Dominican Republic,Veh.Accident,09/27/2008
1067,Dominican Republic,Maritime Accident,10/18/2008
1068,Dominican Republic,Homicide,10/31/2008
1069,Dominican Republic,Homicide,11/16/2008
1070,Dominican Republic,Suicide,11/16/2008
1071,Dominican Republic,Drowning,01/05/2009
1072,Dominican Republic,Veh.Accident,01/29/2009
1073,Dominican Republic,Homicide,02/08/2009
1074,Dominican Republic,Veh.Accident,02/17/2009
1075,Dominican Republic,Homicide,02/26/2009
1076,Dominican Republic,Homicide,02/28/2009
1077,Dominican Republic,Drowning,03/12/2009
1078,Dominican Republic,Veh.Accident,03/16/2009
1079,Dominican Republic,Drowning,04/12/2009
1080,Dominican Republic,Drowning,06/11/2009
1081,Dominican Republic,Drowning,06/13/2009
1082,Dominican Republic,Suicide,06/20/2009
1083,Dominican Republic,Suicide,07/21/2009
1084,Dominican Republic,Homicide,07/26/2009
1085,Dominican Republic,Drowning,08/09/2009
1086,Dominican Republic,Drowning,08/25/2009
1087,Dominican Republic,Homicide,08/26/2009
1088,Dominican Republic,Homicide,08/31/2009
1089,Dominican Republic,Veh.Accident,09/03/2009
1090,Dominican Republic,Homicide,09/05/2009
1091,Dominican Republic,Homicide,09/21/2009
1092,Dominican Republic,Homicide,09/25/2009
1093,Dominican Republic,Drowning,10/22/2009
1094,Dominican Republic,Drowning,10/22/2009
1095,Dominican Republic,Drowning,11/23/2009
1096,Dominican Republic,Veh.Accident,11/30/2009
1097,Dominican Republic,Veh.Accident,12/07/2009
1098,Dominican Republic,Veh.Accident,12/07/2009
1099,Dominican Republic,Homicide,12/19/2009
1100,Dominican Republic,Veh.Accident,12/19/2009
1101,Dominican Republic,Drowning,01/02/2010
1102,Haiti,Disaster,01/10/2010
1103,Dominican Republic,Veh.Accident,01/12/2010
1104,Dominican Republic,Air Accident,01/30/2010
1105,Dominican Republic,Air Accident,02/04/2010
1106,Dominican Republic,Homicide,02/04/2010
1107,Dominican Republic,Homicide,02/21/2010
1108,Dominican Republic,Veh.Accident,03/29/2010
1109,Dominican Republic,Homicide,04/27/2010
1110,Dominican Republic,Suicide,05/07/2010
1111,Dominican Republic,Homicide,05/26/2010
1112,Dominican Republic,Drowning,06/25/2010
1113,Dominican Republic,Homicide,07/10/2010
1114,Dominican Republic,Suicide,07/18/2010
1115,Dominican Republic,Homicide,07/29/2010
1116,Dominican Republic,Drowning,08/12/2010
1117,Dominican Republic,Suicide,08/13/2010
1118,Dominican Republic,Homicide,09/04/2010
1119,Dominican Republic,Veh.Accident,09/20/2010
1120,Dominican Republic,Suicide,10/16/2010
1121,Dominican Republic,Veh.Accident,11/24/2010
1122,Dominican Republic,Veh.Accident,01/20/2011
1123,Dominican Republic,Veh.Accident,01/20/2011
1124,Dominican Republic,Veh.Accident,01/30/2011
1125,Dominican Republic,Veh.Accident,02/03/2011
1126,Dominican Republic,Maritime Accident,02/06/2011
1127,Dominican Republic,Veh.Accident,03/08/2011
1128,Dominican Republic,Veh.Accident,03/19/2011
1129,Dominican Republic,Veh.Accident,03/20/2011
1130,Dominican Republic,Suicide,03/21/2011
1131,Dominican Republic,Veh.Accident,04/09/2011
1132,Dominican Republic,Drowning,04/09/2011
1133,Dominican Republic,Homicide,04/11/2011
1134,Dominican Republic,Homicide,04/16/2011
1135,Dominican Republic,Veh.Accident,04/16/2011
1136,Dominican Republic,Homicide,04/26/2011
1137,Dominican Republic,Homicide,07/03/2011
1138,Dominican Republic,Drowning,07/03/2011
1139,Dominican Republic,Drowning,07/26/2011
1140,Dominican Republic,Homicide,08/07/2011
1141,Dominican Republic,Homicide,09/08/2011
1142,Dominican Republic,Drowning,10/21/2011
1143,Dominican Republic,Homicide,10/29/2011
1144,Dominican Republic,Homicide,11/02/2011
1145,Dominican Republic,Homicide,12/10/2011
1146,Dominican Republic,Veh.Accident,12/19/2011
1147,Dominican Republic,Veh.Accident,12/24/2011
1148,Dominican Republic,Drowning,12/24/2011
1149,Dominican Republic,Drowning,01/01/2012
1150,Dominican Republic,Homicide,03/08/2012
1151,Dominican Republic,Other Accident,04/19/2012
1152,Dominican Republic,Homicide,05/21/2012
1153,Dominican Republic,Veh.Accident,05/27/2012
1154,Dominican Republic,Homicide,06/05/2012
